序號	書中頁碼	圖上頁碼	地圖編號	地圖名稱	分冊信息	收錄圖冊	圖番（請求圖番）	收錄圖域	所載索引圖	地區	攝影時間	測圖、測量時間	測圖時間2（製版）	測圖者	修正時間	縮圖時間	製圖時間	製版時間	製版者	製印時間	印刷時間	複製時間	複製者	調製時間	調製者	發行時間	發行者	比例尺	ps	WKT
1124	190		C1124	昌洒市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島3號		海南省索引圖	海南省		中華民國24年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.808283 19.699091,110.808283 19.863935,111.02933 19.863935,111.02933 19.699091,110.808283 19.699091))
1125	190		C1125	東郊市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島4號		海南省索引圖	海南省		中華民國24年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.809575 19.53556,110.809575 19.70278,111.054175 19.70278,111.054175 19.53556,110.809575 19.53556))
1126	190		C1126	林梧市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島5號		海南省索引圖	海南省		中華民國24年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.590141 20.0262,110.590141 20.188757,110.8068 20.188757,110.8068 20.0262,110.590141 20.0262))
1127	190		C1127	錦山市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島6號		海南省索引圖	海南省		中華民國24年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.590917 19.862529,110.590917 20.027263,110.808221 20.027263,110.808221 19.862529,110.590917 19.862529))
1128	190		C1128	潭牛市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島7號		海南省索引圖	海南省		中華民國24年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.591432 19.69863,110.591432 19.863541,110.809582 19.863541,110.809582 19.69863,110.591432 19.69863))
1129	190		C1129	文昌縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島8號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.59229 19.535248,110.59229 19.700618,110.811061 19.700618,110.811061 19.535248,110.59229 19.535248))
1130	190		C1130	白延市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島9號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.592452 19.367888,110.592452 19.551058,110.842778 19.551058,110.842778 19.367888,110.592452 19.367888))
1131	191		C1131	長坡市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島10號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.593361 19.205138,110.593361 19.369629,110.814008 19.369629,110.814008 19.205138,110.593361 19.205138))
1132	191		C1132	鋪前市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島11號		海南省索引圖	海南省		中華民國24年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.370836 20.026077,110.370836 20.18767,110.591067 20.18767,110.591067 20.026077,110.370836 20.026077))
1133	191		C1133	演豐市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島12號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.371391 19.862132,110.371391 20.026983,110.591899 20.026983,110.591899 19.862132,110.371391 19.862132))
1134	191		C1134	譚文市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島13號		海南省索引圖	海南省		中華民國24年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.372052 19.698428,110.372052 19.862792,110.592566 19.862792,110.592566 19.698428,110.372052 19.698428))
1135	191		C1135	蓬萊市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島14號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.37222 19.535606,110.37222 19.699417,110.59371 19.699417,110.59371 19.535606,110.37222 19.535606))
1136	191		C1136	大路市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島15號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.373239 19.368676,110.373239 19.536434,110.594088 19.536434,110.594088 19.368676,110.373239 19.368676))
1137	191		C1137	瓊東縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島16號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.373919 19.204531,110.373919 19.369772,110.594416 19.369772,110.594416 19.204531,110.373919 19.204531))
1138	191		C1138	樂会縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島17號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.374241 19.037433,110.374241 19.2062,110.610764 19.2062,110.610764 19.037433,110.374241 19.037433))
1139	191		C1139	和樂市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島18號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.375195 18.871667,110.375195 19.038342,110.596096 19.038342,110.596096 18.871667,110.375195 18.871667))
1140	191		C1140	万寧縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島19號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.375868 18.703313,110.375868 18.872524,110.596535 18.872524,110.596535 18.703313,110.375868 18.703313))
1141	192		C1141	大洲島	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島20號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.37696 18.538265,110.37696 18.70416,110.597245 18.70416,110.597245 18.538265,110.37696 18.538265))
1142	192		C1142	海口市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島21號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.152237 20.025287,110.152237 20.1874,110.37164 20.1874,110.37164 20.025287,110.152237 20.025287))
1143	192		C1143	瓊山縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島22號		海南省索引圖	海南省		中華民國24年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.152734 19.861861,110.152734 20.026132,110.372334 20.026132,110.372334 19.861861,110.152734 19.861861))
1144	192		C1144	定安縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島23號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.152538 19.697449,110.152538 19.862429,110.372903 19.862429,110.372903 19.697449,110.152538 19.697449))
1145	192		C1145	新吳市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島24號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.152703 19.535178,110.152703 19.698425,110.373455 19.698425,110.373455 19.535178,110.152703 19.535178))
1146	192		C1146	龍門市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島25號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.152847 19.368484,110.152847 19.536182,110.374474 19.536182,110.374474 19.368484,110.152847 19.368484))
1147	192		C1147	嶺口市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島26號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.152949 19.204496,110.152949 19.369681,110.374815 19.369681,110.374815 19.204496,110.152949 19.204496))
1148	192		C1148	石壁市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島27號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.153445 19.037712,110.153445 19.206083,110.375438 19.206083,110.375438 19.037712,110.153445 19.037712))
1149	192		C1149	中興市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島28號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.153877 18.871515,110.153877 19.039051,110.376 19.039051,110.376 18.871515,110.153877 18.871515))
1150	192		C1150	礼紀市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島29號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.153777 18.703892,110.153777 18.873141,110.376889 18.873141,110.376889 18.703892,110.153777 18.703892))
1151	193		C1151	楊梅市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島30號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((110.153988 18.539247,110.153988 18.70506,110.377405 18.70506,110.377405 18.539247,110.153988 18.539247))
1152	193		C1152	花場市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島31號		海南省索引圖	海南省		中華民國24年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.931509 19.86141,109.931509 20.046552,110.155229 20.046552,110.155229 19.86141,109.931509 19.86141))
1153	193		C1153	澄邁縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島32號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.932121 19.697671,109.932121 19.861927,110.153717 19.861927,110.153717 19.697671,109.932121 19.697671))
1154	193		C1154	加樂市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島33號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.932838 19.534948,109.932838 19.698157,110.153563 19.698157,110.153563 19.534948,109.932838 19.534948))
1155	193		C1155	屯昌市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島34號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.932768 19.368552,109.932768 19.535492,110.15378 19.535492,110.15378 19.368552,109.932768 19.368552))
1156	193		C1156	南閭市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島35號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.932794 19.204661,109.932794 19.36905,110.154641 19.36905,110.154641 19.204661,109.932794 19.204661))
1157	193		C1157	嶺門市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島36號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.933791 19.038494,109.933791 19.205329,110.154421 19.205329,110.154421 19.038494,109.933791 19.038494))
1158	193		C1158	中平峝	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島37號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.933867 18.872568,109.933867 19.039074,110.15443 19.039074,110.15443 18.872568,109.933867 18.872568))
1159	193		C1159	什密	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島38號		海南省索引圖	海南省		中華民國26年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.934482 18.704305,109.934482 18.873975,110.15471 18.873975,110.15471 18.704305,109.934482 18.704305))
1160	193		C1160	南橋市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島39號		海南省索引圖	海南省		中華民國26年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.935113 18.539555,109.935113 18.705789,110.154577 18.705789,110.154577 18.539555,109.935113 18.539555))
1161	194		C1161	陵水縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島40號		海南省索引圖	海南省		中華民國25年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.934582 18.361688,109.934582 18.541689,110.155349 18.541689,110.155349 18.361688,109.934582 18.361688))
1162	194		C1162	那白市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島41號		海南省索引圖	海南省		中華民國24年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.710244 19.860911,109.710244 20.041165,109.93259 20.041165,109.93259 19.860911,109.710244 19.860911))
1163	194		C1163	多文市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖海南島42號		海南省索引圖	海南省		中華民國24年						昭和15年								昭和15年	陸地測量部/參謀本部	1:50000		POLYGON((109.711943 19.696912,109.711943 19.861824,109.932966 19.861824,109.932966 19.696912,109.711943 19.696912))
